TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
31/3/2022,26,33.4,28.9,78,0,6.3,5,320,2,S 
1/4/2022,26.1,33.4,28.5,77,0,4.4,5,300,2,S 
2/4/2022,25.3,35,29.3,76,0,6.3,4,340,1,NW
3/4/2022,26,34.9,28.8,78,0,5.1,4,60,2,S 
4/4/2022,24.3,34.5,28.6,78,24.7,6.5,4,280,2,N 
5/4/2022,25.4,34.4,29.3,75,-,8.5,4,340,1,NW
6/4/2022,26,34,29.6,74,-,8.8,3,310,2,NW
7/4/2022,25.6,34.4,29.3,76,0,5.7,5,110,1,C 
8/4/2022,26.5,34.5,30.2,72,0,7,3,300,2,S 
9/4/2022,26.4,34.5,29.6,76,0,6.8,4,360,2,S 
10/4/2022,26.4,34.3,29.7,74,0,6,4,70,2,E 
11/4/2022,-,35.1,29.4,77,-,6.1,5,120,2,E 
12/4/2022,26.5,34.3,29.2,75,-,8.6,3,360,1,C 
13/04/2022,26.4,35,29.6,70,-,6.5,5,130,2,NE
14/04/2022,26.4,35.2,29.9,70,0,7.6,4,140,2,C 
15/04/2022,26.4,35,30,69,0,6.8,4,90,2,NE
16/04/2022,26.8,35.2,30.2,75,0,7.5,4,300,1,SE
17/04/2022,25.8,34.8,29.7,74,0,6.9,6,110,2,E 
18/04/2022,27,32.3,29,81,0,7.5,4,130,2,SE
19/04/2022,27.2,34.1,28.1,81,0,2.4,4,120,2,SE
20/04/2022,25,31.6,27.7,84,14,3,3,60,2,SE
21/04/2022,25.4,33,28.6,80,-,1.5,4,140,2,S 
22/04/2022,25.4,34.6,29.3,78,1.5,3.8,4,100,2,S 
23/04/2022,26.6,34.6,29.6,79,0,5,4,160,2,S 
24/04/2022,26.5,34.6,29.2,80,3.3,6.3,4,150,2,SE
25/04/2022,27,35.1,30.4,75,0.2,6.2,4,110,2,S 
26/04/2022,26.9,32.7,28.7,81,0,7.1,5,70,2,S 
27/04/2022,26,33.1,29.1,80,0,3,4,60,2,SE
28/04/2022,25.7,34.4,29,83,9.5,3.9,5,340,2,N 
29/04/2022,24.8,34.3,28.7,82,6.4,3.2,5,290,2,SE
30/04/2022,25.2,32.6,27.3,89,-,7.7,6,40,2,S 
1/5/2022,-,34.4,29.4,82,6.7,2.9,7,130,3,SE
2/5/2022,26.4,-,30,76,0,6,5,160,2,SE
3/5/2022,26.4,34.4,30,75,0,7.8,8,150,3,S 
4/5/2022,26.7,34.1,29.6,75,0,8,3,60,1,NE
5/5/2022,26.8,35,29.9,76,0,6.9,4,330,2,NW
6/5/2022,27,34.8,30.1,76,0,5.4,6,140,2,SE
7/5/2022,27.1,35.4,30.3,76,0,6.9,5,120,2,SE
8/5/2022,26.4,32.8,29.1,82,6.4,8.2,6,10,2,SE
9/5/2022,26.6,32.3,28.6,84,22,4.3,6,130,2,SE
10/5/2022,26,34,29.3,82,-,1.8,5,140,2,S 
11/5/2022,26.4,34.6,29.1,82,1,6.2,4,110,2,SE
12/5/2022,27.2,36.4,30.7,76,0,6,6,340,2,C 
13/5/2022,27,33.6,30,76,0,6.5,6,170,2,E 
14/5/2022,24.2,33.6,29.4,84,50.7,4.6,5,350,2,N 
15/5/2022,26.2,34.4,29.9,80,5,3,4,130,2,NE
16/5/2022,27.5,33.7,30.1,78,0,8.8,3,310,2,S 
17/5/2022,26.6,34.2,29.7,74,-,8.2,4,30,2,C 
18/5/2022,-,33.2,28,85,2,6.8,6,80,2,SE
19/5/2022,25.3,32.2,28.2,84,3.6,4.6,5,170,2,SE
20/5/2022,25.4,31.7,27.5,85,1.6,5.2,4,60,2,S 
21/5/2022,25.5,33.4,28.4,81,19.3,3,4,120,2,SE
22/5/2022,26,33.4,29.4,77,0,7.5,7,140,4,SE
23/5/2022,27.3,33.4,30.3,74,0,8.2,7,150,4,SE
24/5/2022,26.6,33.8,30.2,76,0,8.8,7,140,4,SE
25/5/2022,27,33.3,29.3,80,0,7.7,7,150,3,NW
26/5/2022,26.4,30.7,26.7,89,2,6.5,6,340,2,NW
27/5/2022,23.5,32.8,27.4,84,9,0.4,4,350,2,S 
28/5/2022,-,34.2,28.9,78,0.4,1.5,5,340,2,NE
29/5/2022,-,33.2,28.5,79,-,8.4,4,340,2,S 
30/5/2022,26,34.4,29.5,77,0,3.5,4,350,2,N 
31/5/2022,26.8,33.9,29.8,77,0,8.8,6,330,2,NE
1/6/2022,25.7,30.7,28.1,84,8.5,9,6,140,2,S 
2/6/2022,26.2,33.6,29.2,76,2,1.8,5,50,2,NE
3/6/2022,25.6,34.1,29.1,76,0,8.8,6,160,2,S 
4/6/2022,25.6,34.1,28.6,77,-,8.2,3,20,2,S 
5/6/2022,26.2,32.8,28.8,78,-,6.2,3,170,2,S 
6/6/2022,24.8,33.2,27.8,84,13,6,4,150,2,SE
7/6/2022,25.6,33.4,29.1,80,0.6,5.8,5,140,3,SE
8/6/2022,26.5,33.1,27.6,86,0,7.7,4,14,2,SE
9/6/2022,25,32.8,27.6,82,4.1,4.6,4,130,2,S 
10/6/2022,25.4,34,28.7,82,4.1,1.1,4,120,2,E 
11/6/2022,26.5,33.6,29.3,79,0,5.3,7,140,2,SE
12/6/2022,25.5,33.7,29,76,-,8,5,170,2,E 
13/6/2022,25,33,28.1,83,6.3,7.1,5,130,2,SE
14/6/2022,25,30.5,26.9,89,7.3,4.9,6,50,2,SE
15/6/2022,25.2,32.6,28.1,82,8.2,2.9,8,130,3,SE
16/6/2022,25,32.6,27.9,83,2.8,4.5,7,130,2,SE
17/6/2022,25.2,32,28,80,1.2,4.8,3,160,2,SE
18/6/2022,24.4,33.4,28.1,79,0.2,3,4,60,2,E 
19/6/2022,25.3,33,28.4,80,0,7.5,5,360,2,N 
20/6/2022,24.6,33.8,28.7,78,16.3,6.2,7,150,3,SE
21/6/2022,25.7,33,28.9,72,0,9.4,6,140,3,SE
22/6/2022,25.6,33.4,28.7,74,0,8.5,7,120,3,SE
23/6/2022,25.6,33.4,28.5,74,0,9,4,100,2,E 
24/6/2022,25.5,34,28.6,78,8888,5.3,4,40,2,N 
25/6/2022,25.4,34.2,29.1,72,0,7.5,4,90,2,S 
26/6/2022,25.8,33.2,28.4,76,0,7.5,5,60,2,NE
27/6/2022,25,33.3,28.4,79,13.3,3.6,8,150,3,SE
28/6/2022,24.6,32.6,28.2,72,-,7.5,6,130,3,SE
29/6/2022,24.6,33.4,28.5,67,-,8.4,3,70,1,SE
30/6/2022,24,33,28.1,73,0,7.8,5,140,2,E 
1/7/2022,24.3,32.4,28.3,74,0,8.4,6,130,3,SE
2/7/2022,25.8,33.4,28.8,76,0,8.8,5,130,3,SE
3/7/2022,26.6,33.2,29.5,80,8888,4,5,160,2,SE
4/7/2022,27.4,33.6,29.1,80,0,6.5,13,110,3,SE
5/7/2022,25.5,33.3,29,80,15.5,7.2,4,100,2,SE
6/7/2022,24.8,32.8,27.7,82,2.5,4.1,4,80,2,E 
7/7/2022,23.4,31.6,28.6,69,-,8,5,140,3,S 
8/7/2022,23.2,32.6,27.5,68,0,7.6,6,150,2,SE
9/7/2022,23,32,26.8,68,-,9.1,5,150,2,SE
10/7/2022,23.4,33.6,27.7,69,0,9,6,130,3,SE
11/7/2022,24.4,31.8,28.2,76,0,8.5,5,130,2,SE
12/7/2022,25.8,33,29.4,71,8888,2.6,7,110,4,SE
13/7/2022,26.8,34,28.3,79,8888,7.8,7,110,3,SE
14/7/2022,25,31.5,27.2,83,3.5,5.2,7,130,3,SE
15/7/2022,25.5,32.6,29.3,72,0.4,1,6,110,3,SE
16/7/2022,-,33.2,29.7,72,0,9,5,160,2,S 
17/7/2022,24.8,30.4,27.5,81,-,7.5,5,290,2,NW
18/7/2022,26,33.8,28.9,72,0,0.5,5,110,2,SE
19/7/2022,25.2,33.4,29,70,0,8.5,6,140,3,SE
20/7/2022,25.3,32.2,28,74,0,3.7,6,130,3,SE
21/7/2022,24.8,33.6,28.2,71,0,8.8,8,120,3,SE
22/7/2022,24.8,32.8,28.7,74,-,8.8,5,100,2,E 
23/7/2022,25.4,33.2,28.1,74,-,6.5,7,140,3,SE
24/7/2022,25.2,32.6,28.7,63,0,8.6,12,140,3,SE
25/7/2022,23.2,32.2,27.1,64,-,8.6,9,140,3,SE
26/7/2022,22.6,33.5,27.2,66,0,8.8,7,150,2,SE
27/7/2022,23.4,33.6,28.7,67,0,9,7,150,3,SE
28/7/2022,24.4,-,28.3,75,0,8.9,6,170,3,S 
29/7/2022,25.8,32.8,28.3,75,0,8.9,8,140,3,SE
30/7/2022,24.9,33.1,28.2,70,0,8.6,6,130,2,SE
31/7/2022,23.8,32.8,28,72,-,8.7,4,60,2,SE
1/8/2022,25,32.8,28.9,75,0,8.5,6,160,3,SE
2/8/2022,25.6,31.2,28,78,0,3.8,5,80,2,SE
3/8/2022,25.8,34,29.4,78,0.6,1,5,160,2,SE
4/8/2022,25.2,34,29,69,0,8.5,7,130,2,SE
5/8/2022,24.2,33.8,28.4,64,-,8.5,5,120,2,NE
6/8/2022,24.6,33.2,27.8,72,0,8.6,4,60,2,C 
7/8/2022,25,32.4,27.8,76,-,7.4,5,150,2,SE
8/8/2022,24,33.6,28,75,-,6.8,5,90,2,E 
9/8/2022,24.2,34,29.1,68,-,8.6,8,150,4,SE
10/8/2022,24.8,33.6,29,70,-,8.2,6,130,4,SE
11/8/2022,26,33.6,30.4,69,0,7.2,7,130,4,SE
12/8/2022,26.6,32.8,28.6,78,0,8.2,5,150,3,SE
13/8/2022,26.8,33,29.1,78,0,4.7,8,140,4,S 
14/8/2022,25,33.4,28.7,79,0.5,5,7,140,3,S 
15/8/2022,26,33.4,28.1,80,0.4,6.5,3,100,1,C 
16/8/2022,26,33.4,28.7,77,-,3.4,5,130,3,SE
17/8/2022,25,33.4,29.2,68,-,6.5,7,130,4,SE
18/8/2022,25,34,28.6,70,-,7.8,7,140,3,SE
19/8/2022,25.4,33.8,29,70,0,8.8,6,140,3,SE
20/8/2022,25.1,33.6,28.6,68,0,8.7,7,140,4,SE
21/8/2022,25.6,32.6,28.7,71,0,8.7,8,130,4,SE
22/8/2022,24.5,34.4,28.5,67,0,8.8,6,140,3,SE
23/8/2022,24.5,33.9,28.9,68,-,8.4,7,130,4,SE
24/8/2022,24.5,33.6,28.4,65,0,7.8,7,130,3,SE
25/8/2022,24.6,35,28.9,66,0,8.4,8,140,3,SE
26/8/2022,25,33.6,29.1,70,-,8.9,6,150,2,SE
27/8/2022,25.4,33.8,28.4,71,0,7.5,8,120,3,SE
28/8/2022,-,32.6,28.2,69,0,8.2,7,130,3,SE
29/8/2022,24.2,34.4,28.6,67,0,7.7,6,140,2,SE
30/8/2022,25,34.6,28.5,74,0,8.2,8,80,2,E 
31/8/2022,25.4,34.4,28,78,-,8.5,4,330,2,SE
1/9/2022,25.8,35.2,29.7,70,-,4,6,130,3,SE
2/9/2022,26.2,35.2,30.1,68,0,8.6,5,140,3,SE
3/9/2022,25,34.4,29.2,71,-,8.4,5,160,2,SE
4/9/2022,25.6,33.2,29.2,69,-,8.1,4,150,2,SE
5/9/2022,26.4,33.4,29,74,0,5.4,4,320,2,NW
6/9/2022,25.6,34.6,28.9,73,0,2.5,6,360,3,N 
7/9/2022,26,33.6,29.2,74,3,5.2,8,120,4,SE
8/9/2022,26.6,33.2,27.9,78,-,6,5,60,1,C 
9/9/2022,25.4,34.2,27.8,77,0.4,3.3,4,340,2,NW
10/9/2022,26,33.4,28.6,76,0,1.6,5,140,1,C 
11/9/2022,25.2,34.4,28.9,75,-,5.5,4,160,2,SE
12/9/2022,25.8,34.5,29.7,74,0,6.4,5,110,3,S 
13/9/2022,25.3,34.4,29.3,70,0,8.8,7,140,3,SE
14/9/2022,25.4,34.7,29.7,66,0,8.8,6,180,3,SE
15/9/2022,25,35.4,29.4,70,0,8.6,7,140,3,S 
16/9/2022,25.8,35,29.8,67,0,8,7,140,3,SE
17/9/2022,25.4,35.6,29.6,62,-,7.5,7,160,3,SE
18/9/2022,25.2,35,29.6,64,-,8.4,6,140,3,SE
19/9/2022,25,35.4,29.6,66,0,8.7,5,150,2,SE
20/9/2022,25.6,32.6,29.2,71,0,8.6,6,150,2,SE
21/9/2022,26.2,33.6,29,71,0,3.4,4,110,2,S 
22/9/2022,25.8,35,30,70,0,1.3,6,160,3,SE
23/9/2022,26,35.4,29.8,70,0,7.2,7,140,4,SE
24/9/2022,25.4,35.3,29.7,70,-,8.8,6,130,3,SE
25/9/2022,25.8,35.6,29.7,70,-,8,7,110,3,SE
26/9/2022,26.2,35.5,30.4,68,0,8.4,6,130,3,SE
27/9/2022,25,34.4,29.8,66,-,8.7,7,130,3,SE
28/9/2022,25.4,34.6,30.1,61,0,8.1,6,150,3,SE
29/9/2022,25.8,34,29.7,67,0,8.7,5,150,2,SE
30/9/2022,26.8,33,27.9,82,8888,8.2,6,140,2,N 
1/10/2022,25.8,32.8,28.1,78,36,2.7,8,80,2,SE
2/10/2022,25.7,35,28.5,76,5.5,4,6,120,2,E 
3/10/2022,25.5,32,28,82,22.4,5.2,6,60,3,E 
4/10/2022,24.4,34,28.7,79,50.4,5.3,3,60,1,C 
5/10/2022,25.4,33.2,28.8,78,-,6,6,340,2,C 
6/10/2022,25.6,32.8,28.2,80,0,2.2,6,80,3,SE
7/10/2022,25.6,33.8,29,74,0,3.5,5,150,2,N 
8/10/2022,25.5,34.8,29.6,76,0,7.1,5,130,2,NW
9/10/2022,25.8,34.8,28.7,78,-,8.2,7,40,3,S 
10/10/2022,25.4,34.8,29.5,71,9.6,7.8,6,50,2,N 
11/10/2022,26.2,33.2,28.3,76,-,7.7,5,350,1,N 
12/10/2022,26,34,29.6,73,0,1.2,5,120,3,SE
13/10/2022,25.6,34,29.6,73,-,7.9,5,110,2,E 
14/10/2022,26.2,32.9,29.3,76,0.5,7.2,6,150,3,N 
15/10/2022,25.4,34.2,29.1,79,47.5,7.6,6,150,2,SE
16/10/2022,25.6,33.7,29.6,73,0.6,7.3,4,140,2,SE
17/10/2022,26.4,33,28.8,78,0,6,6,230,3,NW
18/10/2022,25.4,32.2,27.8,83,31.6,3.6,6,190,4,W 
19/10/2022,24.8,31.4,27.4,85,22,0.1,6,30,2,NE
20/10/2022,24.6,30.9,27.9,84,15,2.2,6,90,2,C 
21/10/2022,25.6,30.6,26.9,88,1.1,1.3,6,160,3,SE
22/10/2022,23.8,33.8,28.4,76,30,2,6,190,3,E 
23/10/2022,25.6,34.8,29.3,77,0,8.2,6,350,4,NW
24/10/2022,25.6,34,27.9,85,7.8,6.4,6,350,3,S 
25/10/2022,25,33.8,27.8,83,27.3,3.8,6,280,3,NW
26/10/2022,25.2,32,27.3,85,35,7.2,6,100,3,S 
27/10/2022,25,30.8,28.1,76,7.8,3.7,4,120,1,C 
28/10/2022,24,32.4,28.7,70,0,0.8,5,150,2,SE
29/10/2022,24,31.6,28.4,68,-,8.1,3,40,1,C 
30/10/2022,25.2,32.5,29.7,64,0,2.5,4,160,2,SE
31/10/2022,25.4,33.8,29.4,67,0,7.5,5,140,3,SE
1/11/2022,25.8,32.2,28.9,77,15.7,9.1,4,330,2,E 
2/11/2022,26.4,33.2,29.5,74,0,3.8,6,350,3,E 
3/11/2022,25.6,33,29.4,80,27.6,6.3,4,10,2,SE
4/11/2022,25.2,32.8,28.9,79,2.9,-,3,120,1,NW
5/11/2022,25.6,33,29.5,78,0,4.5,3,310,1,C 
6/11/2022,26.8,32.2,28.8,80,0,2.4,4,20,2,E 
7/11/2022,25.6,32.6,27.8,81,0,1,4,330,2,NW
8/11/2022,25.2,34,29.3,75,3.5,3,6,150,3,NW
9/11/2022,25.4,30.6,27.9,84,48.8,7.5,4,60,2,SE
10/11/2022,26.2,33.8,28.8,78,1.4,1.7,5,270,2,SE
11/11/2022,25.8,33.2,29.1,78,8888,4.5,5,100,2,N 
12/11/2022,25.6,32.6,28.3,82,0,3.9,4,130,2,SE
13/11/2022,26,32,29,81,1.5,2.5,4,160,2,C 
14/11/2022,26.6,33.6,28.5,85,2.8,4.5,8,150,3,S 
15/11/2022,25.6,33.2,28.9,80,22.5,4.8,4,10,2,NW
16/11/2022,26.8,31,29.3,79,-,6,5,340,2,NW
17/11/2022,26,34,29.6,75,0,0.2,5,320,3,NW
18/11/2022,25.8,31.6,28.8,76,2.5,7.8,6,150,3,SE
19/11/2022,23.4,30,26,89,76.7,0.8,6,160,2,C 
20/11/2022,24.2,32,27.4,84,4.6,0,6,290,3,N 
21/11/2022,22.8,34.2,29.3,74,32,4.2,4,180,2,NW
22/11/2022,26.4,35,29.1,78,0.5,7.8,5,330,2,W 
23/11/2022,26.4,31.8,28.7,79,1,7.4,3,70,2,SE
24/11/2022,25.8,33,27.6,84,0,0.5,10,300,3,E 
25/11/2022,24.3,32.4,28.1,84,24.3,1.1,3,150,1,SE
26/11/2022,25.8,30.4,27.7,83,0,4,6,30,2,S 
27/11/2022,25,31.2,27.1,85,0.5,1.5,4,110,2,NE
28/11/2022,25.2,33,28,81,0.8,4.3,6,70,2,C 
29/11/2022,26,31.8,27.9,81,18.7,3.6,3,60,2,S 
30/11/2022,25.3,32.6,27.4,84,13.8,1.5,4,40,2,W 
1/12/2022,24.6,33.4,28.9,78,23.3,2.4,3,10,2,NW
2/12/2022,26.3,32.8,28.7,75,0,4.6,4,20,2,N 
3/12/2022,25.8,33.6,29.5,74,0,2.3,4,330,2,S 
4/12/2022,27,31.4,28.1,84,0,6.4,5,10,1,SE
5/12/2022,-,32.6,27.2,87,2.6,1.6,6,140,2,C 
6/12/2022,26.1,33.8,29.3,80,9.7,3.5,4,70,2,E 
7/12/2022,25.6,34,29.7,75,2.8,6.1,3,300,1,C 
8/12/2022,25.8,34,30.2,72,-,7.1,4,80,2,N 
9/12/2022,26,34.8,30.4,72,0,8.8,10,300,3,E 
10/12/2022,24.8,34,29.7,74,80,7.5,5,50,2,E 
11/12/2022,25.6,34.4,29.9,72,4.4,8,5,60,2,NW
12/12/2022,26.8,36.2,30.4,73,0,7.8,5,320,2,NW
13/12/2022,26.6,33.9,30.2,75,-,8.1,4,360,2,E 
14/12/2022,25.8,33.3,29,78,0,6.3,4,350,2,N 
15/12/2022,25,35.2,29.3,76,-,3.6,5,340,2,N 
16/12/2022,26.2,32.2,28.4,80,2,7.6,4,310,2,NW
17/12/2022,25.6,33,28.4,75,24,0.5,4,340,3,S 
18/12/2022,25.4,34.2,29.6,76,6.2,2.5,4,110,2,N 
19/12/2022,25.5,33.1,29.6,78,10,8.8,5,310,2,NW
20/12/2022,25.4,34.4,29.3,76,20.1,2.8,4,180,2,N 
21/12/2022,25.8,35.6,29.1,79,3.2,5.6,4,310,3,NW
22/12/2022,26,32.8,28.5,79,11.1,7.8,6,320,3,NW
23/12/2022,25.4,32.2,28,80,8888,2.2,10,310,4,NW
24/12/2022,24,32.6,28.2,76,4.6,0.1,8,290,4,W 
25/12/2022,25.4,30.4,27.7,82,0.8,3.2,5,290,3,NW
26/12/2022,25.9,30.1,27.4,82,0,0.8,8,300,4,W 
27/12/2022,25,30.5,27.8,82,2.7,0,6,280,3,NW
28/12/2022,26.2,34.4,29.2,73,0,0.2,7,290,4,NW
29/12/2022,25,29.2,27.5,83,8,6.2,6,310,3,NW
30/12/2022,25.4,27.6,26.3,91,-,0,6,320,4,W 
31/12/2022,25,27.6,25.8,92,10.8,0,5,290,3,NW
1/1/2023,24.5,31,27.5,79,25.2,0,8,300,4,NW
2/1/2023,25.2,31.5,28.1,81,0,3.9,9,310,5,NW
3/1/2023,-,32.8,28.4,77,8888,2.2,5,300,4,NW
4/1/2023,25.8,34,28.8,75,-,3.5,7,320,4,NW
5/1/2023,25.8,34.2,29.1,72,8888,7.6,7,300,3,NW
6/1/2023,26,33.8,29.1,72,0,9,8,300,2,NW
7/1/2023,26,33.6,28.1,75,8888,2.2,6,350,3,NW
8/1/2023,25.6,33.6,28.4,81,9.5,5.5,7,360,2,NW
9/1/2023,24,33.6,29.1,79,21.3,7.2,5,300,3,N 
10/1/2023,24.4,32.6,28.7,78,8.5,7.1,5,350,2,N 
11/1/2023,26,34.7,30.2,71,1,8.8,4,350,2,N 
12/1/2023,25.8,33.4,28.4,77,9.1,8.8,5,320,2,S 
13/1/2023,25.5,34,29.8,68,1,9.5,5,350,3,NW
14/1/2023,26,34.8,29.7,72,8888,9.6,5,350,3,W 
15/1/2023,26.4,34.6,29.9,72,0,8.3,8,330,4,NW
16/1/2023,26.5,33.8,29.3,76,0,8.8,7,340,3,W 
17/1/2023,26,32.7,28,82,10.9,3.9,8,340,3,N 
18/1/2023,24.2,33.9,28,78,1.3,3.8,7,320,3,NW
19/1/2023,24.4,33.4,28.6,78,6.5,7.5,4,310,2,NW
20/1/2023,25.2,34,28.9,77,0.3,2.6,4,350,2,S 
21/1/2023,26.2,34.2,29.4,74,0,2.6,5,120,3,N 
22/1/2023,24.6,34,28.8,80,16.6,5.4,6,340,3,S 
23/1/2023,26.2,34,29.5,78,25.5,6.7,5,320,2,N 
24/1/2023,26.6,33,29.1,79,0,4.3,3,350,2,NW
25/1/2023,26.6,34.1,28.7,81,2,4.1,6,330,2,NW
26/1/2023,25,31.6,27.2,84,23,5,7,320,3,NW
27/1/2023,25.2,32.4,28.2,80,0.9,0.5,4,330,3,NW
28/1/2023,-,30,25.9,90,6.1,1.2,6,300,4,NW
29/1/2023,25,32.8,27.4,82,11.5,0,10,320,2,NW
30/1/2023,25.4,34,29.1,80,3.8,4.6,7,310,3,NW
31/1/2023,26.4,34.2,28.9,80,-,1.6,13,310,4,NW
1/2/2023,25.6,32.4,28.2,78,13.2,2.8,7,320,2,NW
2/2/2023,25.4,32.2,27.5,84,1,0.1,7,300,3,NW
3/2/2023,25,30.4,27.7,81,4.9,0.5,6,300,3,NW
4/2/2023,25.8,31.7,26.9,86,8888,0,7,320,3,NW
5/2/2023,26,33.6,29,75,4,3.8,7,300,4,NW
6/2/2023,26.2,33.2,28.3,76,0,4.3,6,350,3,W 
7/2/2023,-,32.5,28.3,81,7,3,10,310,4,NW
8/2/2023,24.8,32.2,27.7,80,4.5,3.4,6,320,4,NW
9/2/2023,25.2,32.8,27.9,81,3,2.9,5,340,2,NW
10/2/2023,24.6,32.4,28.5,83,33.6,3.5,8,330,4,NW
11/2/2023,26,30.8,27.2,85,8888,5.5,3,320,2,NW
12/2/2023,25.4,32,27.7,82,1.7,2.3,10,330,3,NW
13/2/2023,25,33.4,27.7,78,3.6,3,7,310,4,NW
14/2/2023,25.4,33.2,28.1,80,14.7,4.2,9,300,4,NW
15/2/2023,24.8,33.4,27.6,82,17.8,6,8,300,3,W 
16/2/2023,25,32,27.5,84,23.8,3,6,20,3,NW
17/2/2023,25,34.2,27.3,83,19.8,6,5,320,3,NW
18/2/2023,25.6,33.8,28.4,80,1.4,-,6,80,3,NW
19/2/2023,24.4,33.4,27.8,83,65.8,7.5,7,320,3,NW
20/2/2023,25.2,34.2,28.3,77,15,6.4,6,330,3,NW
21/2/2023,24.2,33.8,29,78,9.5,7.5,6,320,3,NW
22/2/2023,24.2,32.7,27.5,84,56.2,7.2,9,310,4,NW
23/2/2023,25.4,31.6,27.7,82,-,5.1,8,300,4,NW
24/2/2023,26.1,32.2,29,77,3.8,2.4,8,300,4,NW
25/2/2023,25.8,32.4,28.8,75,0,4,7,320,4,NW
26/2/2023,26,30.4,27.8,81,3,7.5,8,300,4,NW
27/2/2023,25.2,30.7,27.3,80,0.1,4.5,11,300,4,W 
28/2/2023,25.2,32,28.2,79,6.8,3,7,300,4,NW
1/3/2023,24.7,34.2,27.1,80,7.6,2.3,6,330,4,NW
2/3/2023,24.6,28.8,25.7,90,2,4,8,320,4,NW
3/3/2023,24.2,34.6,28.4,79,13.7,0,6,350,3,NW
4/3/2023,25.2,34.4,29.3,76,0,7.4,5,310,2,NW
5/3/2023,26,33.8,28.7,77,0,6,6,330,3,NW
6/3/2023,24.4,33.1,28.5,80,45.2,5.2,4,300,2,NW
7/3/2023,25.6,34.4,28.7,77,0.2,4.9,5,340,2,NW
8/3/2023,25.5,31,28.1,81,0,7.6,4,50,2,C 
9/3/2023,-,32.6,28.6,77,10,1,3,110,2,NE
10/3/2023,26.2,33.8,29.6,77,0,7,4,330,2,N 
11/3/2023,26.8,33.6,29.9,74,-,8.8,4,350,1,C 
12/3/2023,26.8,34.4,30.1,75,0,8.5,6,300,3,N 
13/3/2023,27,32.5,29,75,0,8.7,4,120,2,E 
14/3/2023,26,32.9,28.3,74,0,8,6,170,3,C 
15/3/2023,25.9,33.6,28.8,80,0.2,8.4,6,50,2,S 
16/3/2023,26.4,33.5,29.7,76,3,5.5,6,60,2,E 
17/3/2023,26.8,33.6,29.6,74,0.1,5.4,4,50,1,N 
18/3/2023,25.6,34,28.5,79,0,6,6,10,2,S 
19/3/2023,26.5,34.4,29.7,76,-,5.4,7,310,2,E 
20/3/2023,26.8,34.6,29.5,78,5.5,6.8,4,320,1,C 
21/3/2023,25.6,33.2,29.4,76,14.3,7.4,4,340,2,N 
22/3/2023,25.8,34.2,28.7,78,2,7.1,4,310,2,N 
23/3/2023,25.9,35.4,30.6,70,0,6.6,6,360,2,N 
24/3/2023,27.2,33.6,29.2,79,0,7.8,6,10,2,C 
25/3/2023,25.2,34.2,29.3,78,4,5.5,5,350,3,N 
26/3/2023,25.8,33.6,28.8,78,0,5.3,7,340,2,SE
27/3/2023,25.5,30.6,28.2,81,0,3.9,5,330,2,NW
28/3/2023,26,31.2,28.2,80,0,1,5,300,2,NW
29/3/2023,26.2,33.8,29.2,76,8888,1.9,5,350,2,N 
30/3/2023,26.2,34.2,28.6,79,25.2,5.4,5,340,2,NW
31/3/2023,25,33.4,27.4,82,7.4,3.7,5,280,2,NW
1/4/2023,24.6,32.3,27.4,82,12.4,3.6,6,300,2,C 
2/4/2023,25.2,32.4,27.3,83,0.1,2.5,3,170,1,C 
3/4/2023,25.4,33.8,28.7,80,6.9,2.4,5,320,2,W 
4/4/2023,25,33.6,29,76,8888,5,4,310,2,SE
5/4/2023,26.8,32.4,28.3,82,0,5,5,340,2,S 
6/4/2023,26.2,33.6,28.4,82,0,4,4,310,2,NW
7/4/2023,26.2,32.6,28.8,77,30,3.7,4,70,2,NW
8/4/2023,27,34.9,28.7,79,0,3.4,6,160,2,NW
9/4/2023,24.2,34.3,28.9,78,33.5,6.6,6,340,3,NW
10/4/2023,25.5,34.4,28.3,78,11.1,5.4,5,300,2,NW
11/4/2023,24.8,34.9,29.7,74,3,7.1,7,320,3,NW
12/4/2023,26.2,35,29.8,76,5.4,8.5,6,360,2,NW
13/04/2023,25,31.4,28.5,78,15.5,6.5,5,150,2,SE
14/04/2023,25.2,32.6,29.1,76,0,0.8,4,140,2,SE
15/04/2023,26.4,34.2,29.3,78,1.4,5.9,4,70,2,C 
16/04/2023,26,34,29.4,80,60,4.2,4,350,2,SE
17/04/2023,26.4,32.6,28,86,0,7.5,3,50,2,E 
18/04/2023,25.4,33.2,29.2,81,5.2,4.6,4,140,2,SE
19/04/2023,26.5,34.3,29.8,74,0,3.5,6,80,2,E 
20/04/2023,26.5,33,29.7,79,13.1,8,4,340,2,S 
21/04/2023,-,33.4,29.8,79,0,6.4,6,100,3,SE
22/04/2023,26.6,33.8,30,77,0,7.3,7,130,2,SE
23/04/2023,28,33.7,30.6,71,0,8.3,6,140,4,SE
24/04/2023,27.8,34.2,30.5,75,0,8.7,6,120,3,SE
25/04/2023,27.8,34.4,30.4,76,0,8.5,5,140,2,E 
26/04/2023,27,32.4,29.5,82,3.5,8.3,3,160,2,SE
27/04/2023,26.6,34.6,29.4,76,0.3,4,6,340,2,NE
28/04/2023,26.2,33.6,28.7,80,-,5.5,3,300,2,NW
