TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
2/2/2020,24.7,33.9,28.4,83,29.8,2.1,4,310,2,NW
3/2/2020,25.5,34.8,28.9,78,0.2,6,5,330,2,W 
4/2/2020,25.2,33.6,28.9,80,-,8,4,70,2,N 
5/2/2020,25.9,34.4,29.4,81,0,9.3,4,20,2,N 
6/2/2020,26.2,34.9,29.5,76,-,9.3,6,300,2,NW
7/2/2020,25.9,34,28.5,84,4.2,7.8,4,270,2,NW
8/2/2020,25,32.1,28,84,32.8,5,6,300,2,NW
9/2/2020,25.8,32.9,29.4,76,0,3.1,6,280,2,NW
10/2/2020,26.5,35.6,29.3,77,-,1,6,360,2,C 
11/2/2020,25.4,33,28.2,87,30,8.2,4,30,2,N 
12/2/2020,25.4,32.2,28.7,85,3.8,2.7,5,100,2,S 
13/2/2020,26.2,34.4,29.7,79,9.8,2.5,4,300,2,C 
14/2/2020,27,34,29.6,80,-,7.7,4,120,2,SE
15/2/2020,26.4,34.4,29,79,0,2.4,5,160,2,W 
16/2/2020,26.5,36.5,29.4,79,0,5.6,3,310,1,NW
17/2/2020,26,32.8,28.1,84,11.6,8.3,6,300,2,W 
18/2/2020,24,32.1,27.1,86,45.7,4,4,310,2,W 
19/2/2020,25,33.4,28.3,83,0.4,2.2,5,300,2,NW
20/2/2020,25.4,30.4,27.4,84,3.2,4.6,7,290,3,W 
21/2/2020,25.5,33.6,28.9,79,0,3.4,4,120,1,C 
22/2/2020,26,35,28.5,84,20.7,5.3,3,300,2,NW
23/2/2020,25.3,34.2,29.1,82,56.6,7,5,320,2,NW
24/2/2020,26.1,34.3,29.5,80,7.8,7.6,4,300,2,NW
25/2/2020,26.5,35.1,28.9,80,0,4.2,4,320,2,NW
26/2/2020,25.5,32.8,29,83,42,7.9,4,320,2,NW
27/2/2020,25.2,34.6,29.3,81,40.5,4,5,290,2,NW
28/2/2020,25.2,35.2,28.6,84,20.4,5.9,5,280,2,NW
29/2/2020,25,35,29.4,82,101.8,7.2,6,280,2,NW
1/3/2020,26.4,31.3,27.9,86,0,5.7,5,30,2,NW
2/3/2020,25.9,34.8,29.5,80,8,1.5,4,290,2,W 
3/3/2020,26.6,35.1,29.6,81,0.7,6.6,3,310,2,NW
4/3/2020,26.7,33.6,27.5,88,1.4,7.3,3,310,2,NW
5/3/2020,26,32.7,28.2,84,45,4.6,7,300,2,NW
6/3/2020,26.5,34,28.3,82,7.4,2,3,280,2,W 
7/3/2020,25,34,28.1,85,32.3,5.9,4,310,2,W 
8/3/2020,25.4,34.2,28.2,84,47.4,4.8,6,280,2,NW
9/3/2020,26,35.1,28.8,82,43.3,5,5,300,2,NW
10/3/2020,25.2,35,29.5,76,47.4,7.8,3,300,2,N 
11/3/2020,25.8,34.8,30,82,0,7.7,4,350,2,NW
12/3/2020,27.4,35.4,30.4,80,0,7.6,6,320,2,NW
13/3/2020,27.5,36,29.5,80,0,8.5,4,340,2,S 
14/3/2020,25.8,34.6,29.1,82,39.1,6.2,4,360,1,C 
15/3/2020,26.6,34.8,29.6,82,6,5.4,2,70,1,N 
16/3/2020,26,34.7,29.5,78,15.2,7.3,4,140,1,C 
17/3/2020,25.8,34.2,29.7,80,16,7.5,5,70,2,S 
18/3/2020,26.1,33.8,27.2,88,4.4,8.4,5,100,2,S 
19/3/2020,26.5,33.7,28.2,85,6.5,4.8,3,110,2,E 
20/3/2020,25.7,33.6,28.5,80,1,7.3,7,20,2,NE
21/3/2020,26,33.6,29.3,80,0,6.2,3,40,1,C 
22/3/2020,26.8,34,28.8,83,-,8.2,4,140,2,NE
23/3/2020,25.8,35.2,28.6,80,2.8,5.6,3,300,1,E 
24/3/2020,24.8,35.6,28.5,84,15.4,6.8,4,100,1,C 
25/3/2020,26.1,34.5,29.4,80,0,6.5,5,70,2,S 
26/3/2020,25.8,35,29.4,79,5.5,8.3,5,130,2,SE
27/3/2020,26.2,35.3,30.3,75,0,8.6,4,290,1,NW
28/3/2020,27.2,34.7,30.1,81,0,5.9,4,310,1,N 
29/3/2020,27,32.3,28.6,85,-,5,3,300,1,C 
30/3/2020,26.3,34.4,29.3,80,3.7,1,3,80,1,C 
1/4/2020,26.6,35.2,29,81,0.5,6.3,3,90,1,C 
2/4/2020,27,33.8,29.8,80,0,3.5,4,70,2,S 
3/4/2020,26.3,34.6,28.8,82,0,5.9,4,50,2,SE
4/4/2020,26,35.5,30.3,78,8888,4.9,3,340,2,N 
5/4/2020,25,33.4,28.9,85,80.5,7.9,4,80,2,NE
6/4/2020,26.6,33.9,27.8,89,-,5.3,3,200,1,C 
7/4/2020,25,33.6,28.4,80,10.7,3,4,120,2,E 
8/4/2020,25,34.4,28.3,82,13.4,7,5,290,2,W 
9/4/2020,25,34.5,29,78,0.2,5.6,5,130,2,SE
10/4/2020,25.5,34,29.2,80,18.2,8.2,6,150,2,E 
11/4/2020,26.2,34,29.3,82,23,5.2,4,130,2,NE
12/4/2020,25.4,33.3,29,82,34.1,5.5,4,30,2,NE
13/04/2020,25.5,34.3,29.2,80,30.5,6.9,4,350,2,N 
14/04/2020,25,33.9,28.6,82,57,8.1,4,60,1,SE
15/04/2020,25.8,34,29.9,79,-,8.2,4,140,2,SE
16/04/2020,27,34.2,29.8,80,0,8.1,6,70,2,N 
17/04/2020,25.8,33.8,27.9,88,12.5,6.2,5,80,1,C 
18/04/2020,26.4,32.6,28,88,0.5,1,4,320,1,SE
19/04/2020,25.8,31.7,28.5,86,6.5,3.6,3,320,1,NW
20/04/2020,26.7,34.4,30,80,22.5,2,3,90,1,E 
21/04/2020,26.4,34.5,30,80,6.5,8.5,4,120,2,SE
22/04/2020,27.6,34.6,30.3,80,-,7.8,6,130,3,SE
23/04/2020,27.8,35,30.5,78,-,8.6,6,110,3,E 
24/04/2020,27,34.4,30.1,72,0,8.4,7,100,2,E 
25/04/2020,27.4,34.4,30.1,78,0,8.4,4,30,1,C 
26/04/2020,26.5,33.8,29.5,80,5.7,5.5,6,120,2,SE
27/04/2020,26.6,34.6,30.1,74,0,3.7,5,150,2,SE
28/04/2020,27.5,33.4,29,82,1,8,4,60,2,E 
29/04/2020,26.6,34.5,29.3,77,-,2.6,5,110,2,S 
30/04/2020,25.6,33.7,29.1,80,3.9,5.5,5,130,2,C 
1/5/2020,26.7,34.6,29.8,77,-,4.5,4,130,2,SE
2/5/2020,26.7,35,30.1,68,0,8,4,110,2,E 
3/5/2020,-,33.4,29.2,80,2.7,8.2,4,70,2,C 
4/5/2020,27,33.8,29.5,78,1,4,5,110,3,SE
5/5/2020,27.5,34.5,30.1,80,0,9999,5,110,2,SE
6/5/2020,27.5,34.5,30.3,78,0,6,5,130,2,SE
7/5/2020,26.5,35.2,30,77,-,8,5,150,2,SE
8/5/2020,27,35.1,30.3,77,-,7.9,6,90,3,SE
9/5/2020,26.7,34.6,29.1,82,8888,8.5,7,150,3,SE
10/5/2020,23.6,34.4,29.3,83,15.2,5,5,130,2,S 
11/5/2020,26.2,34.2,28.9,83,3,6.7,4,160,2,SE
12/5/2020,26.8,33.8,29.5,78,4,2,5,170,3,SE
13/5/2020,26.7,34.3,30,77,0,6.7,5,120,3,SE
14/5/2020,27.2,34,29.6,76,0,8.3,6,140,2,SE
15/5/2020,26.2,33.6,29.5,74,0,6.7,7,130,3,SE
16/5/2020,26.4,35,29.5,77,0,7.8,5,140,2,SE
17/5/2020,26.8,35,30.4,73,-,8.2,6,160,3,SE
18/5/2020,26.4,33.2,29.1,80,0,7.7,3,20,2,N 
19/5/2020,25.6,34.2,28.8,80,0.3,0.8,3,50,1,C 
20/5/2020,26,34.4,28.9,82,4,5.2,4,150,1,SE
21/5/2020,26.8,29.7,27.6,89,14.7,5.8,5,280,1,SE
22/5/2020,25,35.1,29.7,81,6.3,0.1,4,10,1,S 
23/5/2020,26.3,36.1,30.2,80,6,8.1,3,310,2,NW
24/5/2020,26.4,35,29.7,78,-,8.3,3,110,1,N 
25/5/2020,26.6,35,30.2,74,-,8.4,4,340,2,E 
26/5/2020,26,34.8,29.3,81,4,8,3,80,2,S 
27/5/2020,25.2,32.8,28.5,86,12.2,7.7,4,60,1,C 
28/5/2020,26.2,31.4,26.8,90,-,3.5,3,160,2,W 
29/5/2020,24.6,32.5,28.1,80,17.7,2,3,120,2,SE
30/5/2020,25.1,34.1,29.3,80,0,3.5,6,110,2,SE
31/5/2020,27,32.4,29,82,0,8,7,160,2,SE
1/6/2020,25.8,31.4,28,86,4,1.2,3,300,1,C 
2/6/2020,25.8,33.2,28.6,77,-,0.2,4,110,2,SE
3/6/2020,25.6,33.2,29.7,75,0,3.7,9,140,4,SE
4/6/2020,25.8,33.1,28.7,76,8888,7.4,6,120,3,SE
5/6/2020,25.4,34,30.5,71,-,8.3,4,130,2,SE
6/6/2020,25.4,33,28.6,78,0,8.6,4,110,2,SE
7/6/2020,25.7,32.3,28.3,78,0,7.3,3,60,1,C 
8/6/2020,25.4,33.6,28.5,76,0,4.4,6,140,2,SE
9/6/2020,25.8,33.1,28.4,77,-,8.2,4,120,2,SE
10/6/2020,25,33.6,28.7,73,-,8,4,50,2,SE
11/6/2020,25.2,34.2,28.6,75,0,8.4,5,70,2,S 
12/6/2020,25.6,33.7,28.5,72,0,8.5,6,130,3,SE
13/6/2020,24.8,33.8,28.6,72,-,9.2,6,140,3,SE
14/6/2020,24.8,32.4,28.5,85,23.3,7.6,5,140,3,SE
15/6/2020,26,33.1,29.5,82,3.4,1.5,5,140,2,SE
16/6/2020,26.9,33.3,29.3,79,0.8,4.3,5,130,2,SE
17/6/2020,25.4,34.4,28.6,77,-,7.7,5,50,2,SE
18/6/2020,25.8,33.8,29.2,74,-,8.8,6,130,2,SE
19/6/2020,26,33.8,29.3,77,0,8,5,130,2,E 
20/6/2020,25,34.2,28,76,0,8.4,4,140,2,C 
21/6/2020,25.4,32.9,28.6,75,-,4.3,5,150,2,SE
22/6/2020,25.8,33.5,29,76,0,3,5,170,3,SE
23/6/2020,25,33.5,28.4,75,0,8.4,6,100,2,SE
24/6/2020,25.2,33.8,28.7,74,0,8.3,5,140,2,SE
25/6/2020,24.6,33.4,28.5,71,-,8.1,5,140,2,SE
26/6/2020,23.9,34.4,27.7,72,-,8,4,120,2,SE
27/6/2020,24,34,28.2,70,0,8,5,60,2,SE
28/6/2020,23.6,33,27.9,71,0,8.3,4,120,1,E 
29/6/2020,24.6,33.7,28.7,76,8888,8.2,6,140,2,SE
30/6/2020,24.9,34.3,28.5,72,0,8,4,160,2,SE
1/7/2020,25.2,34.9,28.9,73,0,8.1,8,150,3,SE
2/7/2020,25.5,34.7,29.1,73,0,8.1,5,140,2,SE
3/7/2020,24.2,34.1,28.1,73,-,8.4,6,160,2,SE
4/7/2020,24.2,33.6,28,72,-,9.6,6,170,3,SE
5/7/2020,23.6,32.4,27.9,73,0,8.4,7,160,2,E 
6/7/2020,25.2,31.8,26.8,86,0.5,5.4,7,160,2,S 
7/7/2020,24.6,33.2,28,78,4,2.8,4,140,2,SE
8/7/2020,24.7,34,28.3,76,0,6,5,120,2,SE
9/7/2020,24.7,33.3,28,76,0,8.3,6,120,2,SE
10/7/2020,25,33.6,28.5,72,-,8.3,6,190,2,SE
11/7/2020,24.8,34.3,28.2,71,-,8,5,120,2,SE
12/7/2020,25,34.4,28.5,75,-,9,4,80,2,E 
13/7/2020,25,34.5,28.8,74,0,7.8,5,140,2,SE
14/7/2020,25.2,34.4,28.4,76,0,8.2,7,140,3,SE
15/7/2020,26.1,30.4,27.2,86,-,6.8,6,70,2,E 
16/7/2020,25.8,33.2,28.8,78,17.2,1.8,5,200,3,SE
17/7/2020,26,33.1,28.9,75,0,6.4,5,130,3,SE
18/7/2020,24.7,34.2,28.6,69,0,8.2,4,110,2,E 
19/7/2020,25.2,34.8,28.9,72,-,8.6,5,120,2,SE
20/7/2020,25.5,34.2,29.3,70,-,8.4,5,120,3,SE
21/7/2020,24.8,33.2,29,77,0,7.4,7,140,3,SE
22/7/2020,26.6,33.6,29.1,74,0,7.2,6,170,2,SE
23/7/2020,25,33.5,28.5,73,-,8.4,5,140,2,SE
24/7/2020,24.3,33,27.7,75,0,8.3,6,140,2,SE
25/7/2020,22.8,32,26.7,68,-,8,5,110,2,SE
26/7/2020,22.4,32.7,26.6,69,0,8.3,6,120,3,SE
27/7/2020,22.4,33.1,26.7,68,0,8.2,7,150,2,SE
28/7/2020,22.6,33.4,27.7,72,-,9,5,70,2,SE
29/7/2020,23.6,31.6,27.4,68,0,8.2,6,160,3,S 
30/7/2020,22,32.6,26.1,68,0,7.3,5,120,2,E 
31/7/2020,22.2,32.9,27.1,72,-,8.2,4,90,2,E 
1/8/2020,22.8,33.6,27.3,72,0,7.9,5,140,2,SE
2/8/2020,23.3,32.8,27.2,74,0,8,5,100,2,E 
3/8/2020,23.3,33,27.2,76,0,8.3,5,150,3,SE
4/8/2020,23.5,33,28.3,74,8888,7,4,150,2,SE
5/8/2020,24.7,32.7,27.9,76,-,3,4,150,2,SE
6/8/2020,24.4,33.2,28.2,73,8888,8,7,90,3,SE
7/8/2020,24.8,32.8,27.7,70,0,7.7,6,120,2,SE
8/8/2020,24.9,32.5,28,75,0,4.7,5,120,3,SE
9/8/2020,25.3,33.8,29.1,73,-,8,5,130,3,SE
10/8/2020,25.6,33.6,28.8,79,0,8.5,7,130,3,SE
11/8/2020,26.2,33,28.7,78,0,6.1,7,150,3,S 
12/8/2020,25,33.5,28.6,79,13,3.5,6,130,3,S 
13/8/2020,25.4,34,28.7,76,-,7.5,5,150,2,SE
14/8/2020,25.6,34.4,28.6,78,1,6.5,5,110,2,SE
15/8/2020,25.6,34.2,29.2,77,0,4.3,5,160,2,SE
16/8/2020,26,34,29.4,73,-,7,6,160,3,SE
17/8/2020,24.6,34,28.3,72,0,8,6,150,2,SE
18/8/2020,24.6,34.5,28.7,70,0,8.6,6,140,2,SE
19/8/2020,24.8,34.4,28.8,68,0,8.8,5,150,2,SE
20/8/2020,25.6,34.2,28.6,71,-,8.5,6,150,4,SE
21/8/2020,26,34.2,29,74,-,7.3,8,120,4,SE
22/8/2020,26,33.8,29.8,66,0,9,9,140,4,SE
23/8/2020,24.8,35,28.9,72,0,9.2,9,160,3,SE
24/8/2020,24.2,34.4,28.6,70,-,9,8,140,3,SE
25/8/2020,24.4,34,28.3,68,0,8.7,6,130,3,SE
26/8/2020,24,33.8,28.2,70,0,9,5,120,2,SE
27/8/2020,23.6,32.8,27.4,69,0,8.9,8,150,3,SE
28/8/2020,24.3,34.1,28.2,71,-,8.8,7,140,3,SE
29/8/2020,25.2,35.4,29.2,72,-,5.1,5,150,3,SE
30/8/2020,24,35,28.7,65,0,8.3,7,110,3,E 
31/8/2020,23.8,34.6,28.4,67,0,8.7,8,140,3,SE
1/9/2020,24.8,34.6,29.5,68,-,8.2,6,130,2,SE
2/9/2020,25.2,35.8,29.5,70,0,8.6,4,60,2,SE
3/9/2020,25.8,35.1,30.3,71,0,4.8,6,140,3,SE
4/9/2020,27,35.5,30.4,68,0,9,7,150,3,SE
5/9/2020,25.8,35.1,29.7,67,-,8.8,6,140,2,E 
6/9/2020,25.2,34.8,29.8,66,-,9.1,6,130,2,NW
7/9/2020,25.2,36.2,30,64,-,9,6,140,3,SE
8/9/2020,25.4,35,30.1,64,0,9,7,150,4,SE
9/9/2020,25.8,34.5,29.8,69,-,9,7,150,3,SE
10/9/2020,25.9,35,29.3,66,0,6.4,6,130,2,SE
11/9/2020,24.6,34.9,29.6,64,0,7.6,6,130,2,SE
12/9/2020,25,34.6,29.6,66,0,9.1,6,130,3,SE
13/9/2020,25.8,35,29.7,66,-,9.1,5,150,2,SE
14/9/2020,25.6,34.7,29.4,64,-,8.6,6,130,3,SE
15/9/2020,24.8,35,29.2,63,0,9,4,150,2,SE
16/9/2020,24.4,33.6,29,66,0,8.3,6,120,3,SE
17/9/2020,25,34.1,29.6,68,-,8.4,6,130,3,SE
18/9/2020,25.8,34.8,29.8,72,0,8.8,7,150,4,SE
19/9/2020,26.8,35.1,30.1,70,0,6.8,8,130,4,SE
20/9/2020,27.2,34.6,29.2,74,0,7.8,5,150,2,SE
21/9/2020,26.2,36.2,30,71,-,5.7,5,100,2,NE
22/9/2020,26.3,35,30,72,-,8.8,5,140,2,SE
23/9/2020,26.2,36.2,30.7,67,0,8,6,140,3,SE
24/9/2020,26.4,35.8,30.3,67,0,8.7,5,120,2,SE
25/9/2020,26.2,36.2,30.5,66,-,8.3,6,130,2,SE
26/9/2020,26.2,34.8,29.9,70,0,8.6,6,120,3,SE
27/9/2020,26.5,35.5,30.5,64,0,6,7,130,2,SE
28/9/2020,26.3,35,30.3,65,0,8.8,7,140,3,SE
29/9/2020,25.7,35.7,30.1,65,-,8.7,8,160,2,SE
30/9/2020,25.8,35,30.2,66,-,8.7,6,120,3,SE
1/10/2020,27.2,36,30.9,67,0,6.1,7,160,3,SE
2/10/2020,26.8,35.6,30,71,0,8.8,7,130,3,SE
3/10/2020,26.2,35.8,30.4,66,-,8.9,7,120,3,SE
4/10/2020,27,35.4,30.3,67,0,8.9,7,150,3,S 
5/10/2020,26.2,35.9,30.3,64,0,8.8,6,150,2,SE
6/10/2020,27,34.4,30.3,64,0,7.3,7,120,3,SE
7/10/2020,25.8,34,29.3,68,-,8.8,6,130,2,SE
8/10/2020,26,34.6,30,66,0,8.7,5,130,2,SE
9/10/2020,25.8,34.6,29.4,71,0,6.2,5,140,2,SE
10/10/2020,26.4,33.3,28.4,76,0,3,4,90,2,SE
11/10/2020,25.3,35.7,30,73,4,3,7,140,3,S 
12/10/2020,26.2,35.6,30.6,69,0,8.4,7,120,3,SE
13/10/2020,26.4,34.7,29.7,69,-,8.5,8,140,4,SE
14/10/2020,26.4,36.4,30.6,66,0,9,5,170,3,SE
15/10/2020,26.2,36.6,30.6,66,-,8.7,5,120,2,SE
16/10/2020,27.6,35.2,30.8,66,-,9,5,140,3,SE
17/10/2020,25.8,36,29.8,68,0,8.4,6,150,2,SE
18/10/2020,26.2,34.2,28.9,71,0,2.3,4,130,2,SE
19/10/2020,25,30.3,27.1,82,8888,1,3,70,2,S 
20/10/2020,25,33.4,28.4,82,10,0.5,6,130,3,SE
21/10/2020,25.8,33.5,30,74,0,5.1,5,20,2,SE
22/10/2020,26.2,35.7,30.2,72,0,4.5,4,160,2,N 
23/10/2020,26.6,35.8,30.4,74,2.5,8.4,4,70,2,E 
24/10/2020,25.6,36,30.2,74,0.7,6.7,6,20,2,NW
25/10/2020,26,35.9,30.4,74,16.6,9,5,260,2,N 
26/10/2020,25.9,34.8,29.5,78,30.5,7.2,3,20,1,C 
27/10/2020,26,34.6,29,76,1,7.3,4,150,1,NW
28/10/2020,25.6,35,29.8,74,2.7,7.2,5,130,3,SE
29/10/2020,25.8,35.7,29.8,72,0,8.5,3,160,2,SE
30/10/2020,-,-,-,86,0,6.2,3,130,1,SE
31/10/2020,25.4,33.4,26.8,84,20.6,2.7,5,330,2,SE
1/11/2020,24,33.2,28,82,34.3,3.5,3,300,2,NW
2/11/2020,25.1,31.4,28.2,85,22.6,4.7,4,130,2,SE
3/11/2020,25,33.3,28.3,82,8.6,0,7,130,2,SE
4/11/2020,26.2,33.3,28.3,83,-,4,4,70,2,E 
5/11/2020,26.8,35,30,76,0,4.5,7,130,2,C 
6/11/2020,26,35,30.2,75,0,5.2,4,90,2,C 
7/11/2020,26.2,35.6,30.6,71,0,8.4,6,340,2,N 
8/11/2020,26.9,35.4,30.5,74,-,9.6,4,80,1,C 
9/11/2020,26.1,34.2,30.2,70,-,8.1,12,40,3,E 
10/11/2020,26,36,30.9,69,0,9.7,5,120,2,SE
11/11/2020,26,33.8,30.1,73,0,9.4,10,180,4,SE
12/11/2020,28,34.7,31.1,74,-,6.6,7,160,3,SE
13/11/2020,27.5,36,31.7,73,-,7.7,5,110,2,SE
14/11/2020,26.8,34.6,31,69,0,7.6,5,140,2,E 
15/11/2020,26.6,34.8,28.8,81,4.4,8.9,6,120,2,SE
16/11/2020,26.4,35.2,30.5,71,15.5,5,6,140,3,SE
17/11/2020,27.9,35.8,31.6,66,-,9.7,5,140,2,SE
18/11/2020,26.2,36,31.3,68,0,9.5,8,140,3,SE
19/11/2020,27.8,36.2,31.2,73,0,9.8,9,70,2,SE
20/11/2020,27,33.8,29.9,76,-,8.3,5,60,2,E 
21/11/2020,27.2,35.8,31.1,71,0.5,4.8,4,70,2,SE
22/11/2020,26.6,35.5,29.5,76,0,9,7,130,2,N 
23/11/2020,25,33.4,28.9,77,7.5,5.2,4,50,2,SE
24/11/2020,25.6,32.7,28.1,82,3,6,4,290,1,C 
25/11/2020,26,34.4,29.7,76,8888,3.6,5,350,2,S 
26/11/2020,26.6,31.8,28.9,81,0.3,6.3,4,20,2,S 
27/11/2020,26.4,32.4,28.7,81,1.2,1,4,340,1,C 
28/11/2020,26.2,32.7,28.4,82,-,0,4,20,2,SE
29/11/2020,25.6,32.8,27.4,86,8888,1.3,4,10,2,SE
30/11/2020,24.8,29.6,27.2,84,35.8,2.8,2,300,1,N 
1/12/2020,25.6,33.6,28.9,78,0,0,6,130,2,N 
2/12/2020,25.3,33,28.4,85,3,5.4,4,340,2,C 
3/12/2020,26.8,34.5,29,80,0.2,3.3,7,330,2,E 
4/12/2020,26.2,34.8,28.7,81,0,3.6,3,300,1,NW
5/12/2020,25,34.6,28.1,81,46.1,5.3,6,330,2,NW
6/12/2020,24.6,31.9,27.8,85,36.6,4.1,6,280,3,NW
7/12/2020,25,30.4,26.3,90,26.4,2.4,6,340,3,W 
8/12/2020,24.2,32.5,28.4,80,6,0.5,7,290,3,NW
9/12/2020,25.7,27.6,26.5,92,15.3,2.3,5,280,2,NW
10/12/2020,24.9,31.4,27.2,86,15.9,0,6,300,2,NW
11/12/2020,25.4,30.8,27.1,88,4.3,3.2,6,330,2,W 
12/12/2020,25.2,31,26.8,88,13.1,0.8,4,320,2,NW
13/12/2020,24,32.8,27.8,84,31.3,0,7,360,2,NW
14/12/2020,24.6,30.5,26.9,86,9.9,3,3,310,1,N 
15/12/2020,25.2,32.2,27.5,84,18.1,0.7,4,340,1,C 
16/12/2020,24.8,31.1,27.3,86,1,0,3,90,1,N 
17/12/2020,25.2,33.3,27.8,82,17,3.1,5,300,2,NW
18/12/2020,24.6,33.5,27.7,82,3.5,5,4,350,2,NW
19/12/2020,25,32.8,28.5,74,10.8,6,6,300,2,NW
20/12/2020,25.6,34,29.6,71,1,5,5,310,2,NW
21/12/2020,25.6,34.2,29.3,70,2.6,6,4,330,1,C 
22/12/2020,26.4,34.3,29.7,74,5,0.6,4,330,2,NW
23/12/2020,25.1,33.4,29.5,73,21.9,5.8,3,330,2,E 
24/12/2020,25.7,33.1,28.9,76,0,8,3,120,1,N 
25/12/2020,26.2,32.9,28,81,0,5.7,3,50,2,S 
26/12/2020,25.8,33.8,29,78,8888,3.6,4,270,1,C 
27/12/2020,25.8,33.4,29.1,78,1,4,4,310,2,NW
28/12/2020,24.6,34,28.4,82,25.5,5.2,5,300,2,NW
29/12/2020,24.8,33.3,28.5,84,58.3,5.5,3,330,1,W 
30/12/2020,24.8,30.4,26.7,89,33.3,2.8,6,160,2,NW
31/12/2020,24.4,34.2,28.1,82,22.7,0,4,340,2,NW
1/1/2021,24.6,32.9,28.4,83,50,4,4,310,2,W 
2/1/2021,25.2,31.7,27.7,85,0,2.2,4,10,2,SE
3/1/2021,25.6,32.5,27.8,84,4.3,2.3,5,160,2,NW
4/1/2021,25.5,33,28.4,78,9.9,5.2,3,320,2,NW
5/1/2021,26,32.4,27,91,3.7,2.8,8,310,2,W 
6/1/2021,25.2,33.6,28.7,80,11.1,4.1,4,300,2,C 
7/1/2021,25.2,33.2,27.4,82,8888,6.4,10,360,4,NW
8/1/2021,25.1,33.8,28.3,82,34.7,2.6,4,310,2,NW
9/1/2021,25.2,34.5,29.2,79,0.4,5.6,6,200,2,NW
10/1/2021,25.4,32,27.2,90,13.5,5.6,6,10,2,W 
11/1/2021,25.2,32.9,27.8,85,5,1.2,3,30,1,W 
12/1/2021,25.4,33.4,28.8,81,1.3,2,4,280,2,S 
13/1/2021,25.4,33.4,27.4,88,0,1.8,5,160,2,NW
14/1/2021,25.4,33.9,28.7,78,29.7,1.7,4,10,2,NW
15/1/2021,25.5,31.7,28.7,76,0.3,4.1,7,300,2,NW
16/1/2021,26.2,31.6,28.3,75,8888,0,5,280,2,NW
17/1/2021,25.4,34.4,28.6,77,0,0.2,6,350,3,NW
18/1/2021,25.5,32.4,26.6,87,0,1.2,6,290,2,NW
19/1/2021,25,30,27,82,4.5,4.4,5,290,2,W 
20/1/2021,24.9,33.8,27.6,81,0.2,0,7,300,3,NW
21/1/2021,24.4,34.2,28.6,80,10.5,2.5,5,290,3,NW
22/1/2021,24.8,33,27.7,86,13.4,5.6,10,340,2,NW
23/1/2021,25,32.8,28.9,78,31.5,6.5,4,340,2,NW
24/1/2021,25,33.2,27.7,85,28,2.4,7,230,2,NW
25/1/2021,24.4,32.3,26.7,83,8.1,4,4,140,2,NW
26/1/2021,24,34,27.6,82,8888,1.6,7,270,3,NW
27/1/2021,24.5,33.1,27.8,78,59.8,6.2,5,280,3,NW
28/1/2021,24.8,33,28.1,80,0.4,5.3,6,310,4,NW
29/1/2021,25.5,32.2,27.9,78,1.6,2.6,7,300,3,NW
30/1/2021,24.8,29.4,26.6,84,8888,3.4,12,300,4,NW
31/1/2021,25,31.7,27.4,84,2,0,6,290,3,NW
1/2/2021,25,33.2,28.1,82,26.6,5,5,310,3,NW
2/2/2021,25.2,33.1,28.8,79,6.2,5.8,5,310,3,W 
3/2/2021,25.8,31.5,28,82,0,7.2,8,300,3,NW
4/2/2021,25.1,31.6,27.3,84,6.6,3,6,290,3,W 
5/2/2021,25.1,30.6,27,86,29,3.5,6,320,3,NW
6/2/2021,25.8,31,28.2,78,2.5,2.3,10,300,3,W 
7/2/2021,24.6,33,28.5,79,3.5,4.2,6,300,2,W 
8/2/2021,26,31.2,27.2,86,-,6.5,14,300,3,NW
9/2/2021,24.8,32.2,28.2,81,32.6,2,8,270,3,W 
10/2/2021,26.2,32.1,27.3,86,2.5,4.5,5,150,2,NW
11/2/2021,26,33.6,29.1,81,40.5,2.7,5,330,2,NW
12/2/2021,26.2,34.2,28.8,81,-,7,4,340,2,NW
13/2/2021,26,33,28.9,77,22.5,6.5,5,280,3,W 
14/2/2021,25.4,32.6,28.8,81,13.4,6,6,290,3,W 
15/2/2021,24,34.3,28.3,82,18.5,6.2,5,330,2,NW
16/2/2021,25.7,33.4,29.3,78,-,6.5,6,320,3,NW
17/2/2021,24.8,33.8,27.8,83,64.8,8.6,5,290,3,W 
18/2/2021,25.2,34.5,28.6,76,1.4,6.3,8,330,3,NW
19/2/2021,26,32.1,28.5,78,0,9.3,6,290,3,W 
20/2/2021,25.5,32.5,27.2,83,0,4.3,4,300,2,W 
21/2/2021,25,34,27.6,83,18,0.6,5,280,2,W 
22/2/2021,25.4,32.2,27.8,83,10.4,7.8,6,310,3,W 
23/2/2021,25.4,32.2,28.1,81,0,1.5,6,290,4,W 
24/2/2021,25.3,30.5,27.8,83,38.1,2,6,290,4,W 
25/2/2021,24.8,30.4,26.6,91,26.4,1.3,9,310,3,NW
26/2/2021,25,33.5,27.9,84,9,1.5,4,300,3,NW
27/2/2021,25.5,34.2,27.9,85,22.3,7.8,5,160,2,S 
28/2/2021,23.6,33,27,87,74.8,5.5,4,160,1,C 
1/3/2021,24.6,34.2,28.2,83,21.5,3.7,5,310,2,E 
2/3/2021,25.2,33.6,27.8,86,24.2,6,7,330,3,N 
3/3/2021,23.6,32.4,27.7,84,20.8,4.5,5,350,2,NW
